Référence Article;Désignation Article;Ar Nomencl;Code - Intitulé Famille;Qté Vendues;PU;Chiffre d'affaires HT;Marge (%);Prix Revient Total;Marge
6SL3210-5BB17;VARIATEUR AVEC FILTRE SINAMICS V20 1AC 200-240V-63Hz P0.75KW;0;POMPEPDR - PDR Pompes;1;1870;1870;27,27;1360;510
7000-114-K2;KIT DE 2 COUPES CONSISTOMETRIQUES REF. 7000.114.K2;0;ITWPISTOLP - PDR Pistolet ITW;2;300;600;51,71;289,74;310,26
7010010251;JOINT TORIQUE D'ETANCHEITE VEHICULE;0;PEROLOBRAP - PDR Bras de chargement;10;130;1300;4,17;1245,82;54,18
7010051420;JOINT BRIDE TTMA 4'';0;PEROLOBRAP - PDR Bras de chargement;8;127,5;1020;-115,69;2200,03;-1180,03
7012315406;RACCORD SYMETRIQUE ALU DN80;0;PEROLORACE - equipement;3;116,67;350;-71,7;600,94;-250,94
7012335404;BOUCHON SYM ALU 80;0;PEROLORACE - equipement;1;390;390;31,74;266,21;123,79
7018010069;DETECTEUR INDUCTIF CABLE LG 10M;0;PEROLOBRAP - PDR Bras de chargement;8;3395;27160;35,02;17647,78;9512,22
7018070010;VERIN A GAZ POUR BRAS CS1 1200N;0;PEROLOBRAP - PDR Bras de chargement;27;4703,7;127000;36,73;80351,35;46648,65
7018070011;VERIN A GAZ POUR BRAS CS2 750N;0;PEROLOBRAP - PDR Bras de chargement;12;5170,5;62046;46,63;33113,76;28932,24
7110-7110;CONNECTEUR API BLEU 6 PLOTS;0;OPWCOMPPR - PDR Compteur OPW;1;5500;5500;38,02;3408,71;2091,29
7410-7410;CONNECTEUR API NOIR 10 PLOTS;0;OPWCOMPPR - PDR Compteur OPW;6;8110;48660;44,59;26963,31;21696,69
77064-1866;STATOR 6I10 ;0;PCMPOMPPR - PDR Pompe PCM;3;5696,64;17089,92;29,56;12038,85;5051,07
77711-1649DS06;STATOR 25IVA 10 SERIE 070P12839951;0;PCMPOMPPR - PDR Pompe PCM;2;12900;25800;34,86;16806,2;8993,8
77777251-6;STATOR POUR 1000J50;0;PCMPOMPPR - PDR Pompe PCM;33;4315,27;142404;31,88;97001,5;45402,5
80DI5021;CALIBRAT. MECHANISM Z=71 WITHOUT BOX D.672;0;ISOILCMPDR - PDR COMPTEUR ISOIL;1;15000;15000;48,38;7743,5;7256,5
8126;TURBINE DE MESURE DN100150;0;ALMACOMPPR - PDR Compteur ALMA;0;#DIV/0;-52350;100;0;-52350
8146;EMETTEUR 2H00 AVEC 10M DE CABLES;0;ALMACOMPPR - PDR Compteur ALMA;2;9600;19200;29,83;13473,41;5726,59
8420-401;ENROULEUR OUVERT A HUILE;0;RAASMSERVE - Equipement;1;3000;3000;33,84;1984,9;1015,1
8430-401;ENROULEUR OUVERT A HUILE;0;RAASMSERVE - Equipement;1;3200;3200;41,33;1877,34;1322,66
8440-401;ENROULEUR A HUILE AV FLEX 10M;0;RAASMSERVE - Equipement;256;3075,1;787226,6;26,21;580918,15;206308,45
8440-501;ENROULEUR A GRAISSE;0;RAASMSERVE - Equipement;70;3107,12;217498,4;23,93;165456,3;52042,1
84VFXE03ALB260XXX0;SONDE PT 100 ECOTHERM;0;ECOTHSOND - SONDE ECOTHERM;4;3050;12200;30,82;8439,64;3760,36
8615;ETALCOMPT;0;ALMACOMPET - ETALONNAGE COMPTEUR ALMA;1;40000;40000;56,76;17295,84;22704,16
8704;FLEXICOMPTEUR AUTONOME+NON MID-ATEX;0;ALMACOMPEQ - Compteur ALMA;23;64520,99;1483982,7;31,16;1021584,92;462397,78
87762-1649;STATOR PR 13I10 (36625);0;PCMPOMPPR - PDR Pompe PCM;2;5000;10000;36,57;6342,97;3657,03
880840;JOINT ANNOVI  XW/XLF;0;BIEMMESRVP - PIECES DE RECHANGES SERVICING;50;3;150;16,25;125,63;24,37
88630;BAC ANTIGOUTTE;0;RAASMSERVE - Equipement;231;394,09;91035,41;26,33;67062,42;23972,99
8876;EMETTEUR D'IMPULSION 2H00 AVEC 3M DE CABLE;0;ALMACOMPPR - PDR Compteur ALMA;4;7975;31900;22,41;24750,32;7149,68
8926;CARTE ALIMENTATION 4DG;0;ALMACOMPPR - PDR Compteur ALMA;1;8500;8500;62,81;3161,02;5338,98
9010180;"VANNE A BILLE D3"" EN LAITON";0;VANNE - Vanne locale;6;640;3840;0,28;3829,2;10,8
9048076;SOUPAPE DE RET 1'' VERT ;0;SHAMCOMPPR - PDR compresseur;5;280;1400;55,35;625,17;774,83
9049307;SOUPAPE DE SECURITE 3/8 (REMPLACE LA REF 14401350);0;SHAMCOMPPR - PDR compresseur;15;116,21;1743,15;55,17;781,47;961,68
90533-1;MEMBRANE 1'' NEOPRENE;0;AROPAMPDR - PDR Pompe à membranes ARO;2;575;1150;44,88;633,83;516,17
9054019;FILTRE SILENCIEUX BRONZE (REMPLACE 16300130);0;SHAMCOMPPR - PDR compresseur;1;90;90;29,49;63,46;26,54
9063228;PRESSOSTAT PR COMPRESSEUR ;0;SHAMCOMPPR - PDR compresseur;23;725;16675;35,51;10753,11;5921,89
9076909;POULIE MOTEUR 140X1B F28 (REMPLACE L'ANCIENNE REF. 9076758) ;0;SHAMCOMPPR - PDR compresseur;17;321,76;5470;41,92;3176,92;2293,08
91404;FLEXIBLE A GRAISSE 400 BARS 1/4 04M RAC 3/8M 1/4 F+ ADP;0;RAASMSERVE - Equipement;4;351,3;1405,2;50,19;700;705,2
93097-1;SIEGE DE BILLE;0;AROPAMPDR - PDR Pompe à membranes ARO;12;169;2028;66,31;683,28;1344,72
93098-1;SIEGE;0;AROPAMPDR - PDR Pompe à membranes ARO;12;64;768;69,02;237,95;530,05
93114-1;BEC DE CANARD;0;AROACCEPDR - divers PDR;162;374,75;60710;32,05;41254,02;19455,98
93250;SPACER;0;AROPAMPDR - PDR Pompe à membranes ARO;2;325;650;54,86;293,38;356,62
93251;WASHER;0;AROPAMPDR - PDR Pompe à membranes ARO;3;96,67;290;44,85;159,93;130,07
93309-2;AXES POUR POMPE A MEMBRANE;0;AROACCEPDR - divers PDR;4;1417,95;5671,8;44,54;3145,3;2526,5
93358-4;CLAPET TEFLON 2'';0;AROPAMPDR - PDR Pompe à membranes ARO;4;592;2368;-7,32;2541,44;-173,44
93358-A;" CLAPET 2"" SANTO";0;AROPAMPDR - PDR Pompe à membranes ARO;4;0;0;#DIV/0;1039,79;-1039,79
93459-4;"MEMBRANE TEFLON 1""";0;AROPAMPDR - PDR Pompe à membranes ARO;8;1378,75;11030;36,98;6950,64;4079,36
93860;SCREW;0;AROACCEPDR - divers PDR;24;35,66;855,84;28,02;616,02;239,82
94090-T;" MEMBRANE PTFE PR PD30 3"" ";0;AROPAMPDR - PDR Pompe à membranes ARO;2;5240;10480;57,94;4408,35;6071,65
94103A;"CLAPET 3""SANTOPRENE";0;AROPAMPDR - PDR Pompe à membranes ARO;6;925;5550;100;0;5550
94103-G;"BOULES DE CLAPET 3"" NITRILE";0;AROACCEPDR - divers PDR;8;925;7400;51,47;3591;3809
94104A;"SIEGE CLAPET 3"" SANTOPRENE";0;AROPAMPDR - PDR Pompe à membranes ARO;40;449,5;17980;43,52;10155,29;7824,71
94104-G;"SIEGE CLAPET 3""  NITRIL";0;AROACCEPDR - divers PDR;8;490;3920;47,99;2038,67;1881,33
94328-A;SIEGE DE CLAPET;0;AROPAMPDR - PDR Pompe à membranes ARO;6;343,33;2060;60,82;807,16;1252,84
9434B18;KIT BIELLE -PISTON -JOINT K30;0;SHAMCOMPPR - PDR compresseur;10;1972,5;19725;32,96;13224,5;6500,5
9434C17;KIT JOINT ET SEGMENT K30;0;SHAMCOMPPR - PDR compresseur;26;1011,15;26290;29,62;18503,99;7786,01
9434F15;KIT JOINT PT/TES K28 K30;0;SHAMCOMPPR - PDR compresseur;21;690;14490;37,35;9078,69;5411,31
9434H07;KIT CLAPET K30;0;SHAMCOMPPR - PDR compresseur;23;522,17;12010;31,78;8192,78;3817,22
9434M01;FILTRE D'AIR COMPLET K30;0;SHAMCOMPPR - PDR compresseur;8;350;2800;40,56;1664,39;1135,61
9434N01;FILTRE A AIR;0;SHAMCOMPPR - PDR compresseur;17;167,65;2850;43,47;1611,21;1238,79
9440-401;ENROULEUR A HUILE AVEC FLEX 10M PIVOTANT;0;RAASMSERVE - Equipement;33;3184,85;105100;30,32;73236,29;31863,71
9450-401;ENROULEUR CARTER TAMBOUR EN ABS;0;RAASMSERVE - Equipement;5;3200;16000;6,02;15037,5;962,5
9450-501;ENROULEUR A GRAISSE AVEC FLEXIBLE 10M;0;RAASMSERVE - Equipement;1;3250;3250;40,69;1927,65;1322,35
94518;JOINT EN U;0;AROACCEPDR - divers PDR;8;245;1960;35,1;1272,08;687,92
94528;SLEEVES;0;AROACCEPDR - divers PDR;2;1741;3482;28,43;2492,14;989,86
94J5V;CARTE 94J5V ASSY,CRD,BKPLN,8X2.5,R640;0;ELECTRICIT - FOURNITURE ELEC.;2;1222;2444;23,08;1880;564
9533_SIL2;CARTE DE TRAITEMENT POUR SONDE DOCIL;0;LARCODOCIP - PDR SONDES LARCO;70;7012,1;490847;28,28;352031,89;138815,11
9551500;INJECTION VALVE;0;ISTOBTUNPD - PDR Tunnel de lavage;26;660,77;17180;39,16;10451,96;6728,04
95673;"SIEGE ALU POMPE 2""";0;AROPAMPDR - PDR Pompe à membranes ARO;2;655;1310;28,13;941,56;368,44
95845;MEMBRANE;0;AROPAMPDR - PDR Pompe à membranes ARO;2;210;420;48,18;217,64;202,36
9592500;KIT A - VALVULAS (mod. 30AZ9*+2474500);0;ISTOBJETWP - PDR JET WASH ISTOBAL;11;500;5500;72,02;1538,77;3961,23
9592600;KIT B- PISTON (mod. 30AZ9*+2474500);0;ISTOBTUNPD - PDR Tunnel de lavage;1;1300;1300;62,76;484,07;815,93
9592700;KIT C- JUNTAS ACEITE (mod. 30AZ9*+2474500);0;ISTOBTUNPD - PDR Tunnel de lavage;15;363,25;5448,77;57,91;2293,65;3155,12
9592800;KIT E- JUNTAS AGUA (mod. 30AZ9*+2474500);0;ISTOBTUNPD - PDR Tunnel de lavage;14;742,5;10395;51,99;4990,2;5404,8
96016-2;MEMBRANE 3'' NITRILE SERIE EXP;0;AROPAMPDR - PDR Pompe à membranes ARO;2;2455;4910;28,07;3531,67;1378,33
96391A;" MEMBRANE SANTOPRENE 2""PRO";0;AROPAMPDR - PDR Pompe à membranes ARO;8;1400;11200;55,77;4953,6;6246,4
96392-T;"MEMBRANE PRO PTFE 2"" ";0;AROPAMPDR - PDR Pompe à membranes ARO;4;4200;16800;30,27;11715,34;5084,66
96393-A;"MEMBRANE PRO SANTOPRENE 2""";0;AROPAMPDR - PDR Pompe à membranes ARO;4;990;3960;42,7;2269,18;1690,82
96420;SPACER;0;AROPAMPDR - PDR Pompe à membranes ARO;2;345;690;49,7;347,07;342,93
96475-A;"MEMBRANE 3"" SANTOPRENE";0;AROPAMPDR - PDR Pompe à membranes ARO;8;2185;17480;46,93;9277,36;8202,64
96476T;"MEMBRANES TEFLON 3"" SERIE 666";0;AROPAMPDR - PDR Pompe à membranes ARO;2;4100;8200;40,03;4917,62;3282,38
96806804;POMPE GRUNDFOS SURPRESSEUR HORIZONTAL;0;POMPE - POMPE LOCAL;2;0;0;#DIV/0;10200,5;-10200,5
96875;SPOOL (AXE BOBINE);0;AROPAMPDR - PDR Pompe à membranes ARO;1;7700;7700;94,55;419,77;7280,23
96894;WASHER (RONDELLE);0;AROPAMPDR - PDR Pompe à membranes ARO;1;1200;1200;93,9;73,19;1126,81
96896;EVENT BUSHING (BAGUE);0;AROPAMPDR - PDR Pompe à membranes ARO;1;1800;1800;94,61;97,04;1702,96
96916;MUFFLER;0;AROPAMPDR - PDR Pompe à membranes ARO;1;2180;2180;33,65;1446,41;733,59
98723-2;SLEVE;0;AROPAMPDR - PDR Pompe à membranes ARO;2;690;1380;66,14;467,32;912,68
99002721/VANNE;ECHANTILLONNEUR EN CIRCUIT FERME 4L ALJAC AV VANNE APOLLO;2;ELAFFLEXEQ - Flexible Elaflex;1;18400;18400;33,63;12211,61;6188,39
A10525274;AIR-OIL FILTRE SEPARATEUR;0;GDSECHR - PDR Secheur Gardner Denver;6;5966,5;35799;27,77;25858,5;9940,5
A30;COURROIE A30;0;POMPEPDR - PDR Pompes;4;10;40;-4;41,6;-1,6
A300100080;ARRACHE CLOUS ORANGE SIATEL 80CM;0;ACCESSOIR - DIVERS ACCESSOIRES ;6;139;834;27,88;601,5;232,5
A349058012;COMPRESSEUR D'AIR A VIS LUBRIFIE ESM90-10A;0;PEROLOC - PEROLO COMPRESSEUR;1;111000;111000;30,29;77376,86;33623,14
A550TL;Sécheur d'air par absorption à régénération;0;GDSECHR - PDR Secheur Gardner Denver;2;410000;820000;24,66;617769,23;202230,77
A60;PISTOLET AUTOMATIQUE;0;PIUSIPISTE - Equipement;13;716,92;9320;46,11;5022,28;4297,72
ABH1QQL6D3;"FLEXIBLE DE DEPOTAGE 3"" LG 6M AVEC RACCORD SYM DE 2 COTE   ";0;GASSOFLEEQ - Flexible Gasso;7;1757,14;12300;36,64;7792,88;4507,12
ABH1QQL7MD3;"FLEXIBLE DE DEPOTAGE 3""LG7M AVEC RAC SYMALU";0;FLEXIBLE - FLEXIBLES LOCAUX;7;2014,29;14100;16,55;11767,03;2332,97
ABH1QQL7MD3/COUPL;FLEXIBLE COMPOSITE LONG7M AVEC COUPLEUR;2;GASSOFLEEQ - Flexible Gasso;1;8900;8900;13,07;7737,21;1162,79
ABH1QQL7MD3/RACMAL;"FLEXIBLE DE DEPOTAGE 3""LG 7M RAC MALE DE 2 COTE";2;GASSOFLEEQ - Flexible Gasso;1;2800;2800;18,4;2284,94;515,06
ABH2CC1;"FLEXIBLE 3M3"" MAL.BSP ALU";0;GASSOFLEEQ - Flexible Gasso;1;1750;1750;34,21;1151,25;598,75
ABH2CC1/RACRED;"FLEXIBLE DE DEPOTAGE 3"" lg 3M AVEC RACCORD ET REDUCTION";2;GASSOFLEEQ - Flexible Gasso;1;2540;2540;33,39;1691,79;848,21
ABH2QQ15;"FLEXIBLE 5M3""+2RAC.SYM.AL";0;GASSOFLEEQ - Flexible Gasso;4;2000;8000;33,75;5300;2700
ABHQQ15L3D3;"FLEXIBLE ALU 3M 3""RAC.SYM DE 2 COTES";0;GASSOFLEEQ - Flexible Gasso;4;1600;6400;30,44;4452;1948
ACCATEX;ACCOUPLEMENT ATEX;0;ACCOUPL - ACCOUPLEMENT;3;1366,67;4100;-2,44;4200;-100
ACCESS-COVERD15M;ACCESSOIRES COVERFLOTE 15M;0;LARCOECRAP - PDR Ecran flottant LARCO;1;83922;83922;30,48;58343,34;25578,66
ACCESS_COVERD36M;ACCESSOIRES ECRAN FLOTTANT ;0;LARCOECRAP - PDR Ecran flottant LARCO;1;24600;24600;-39,19;34240,06;-9640,06
ACCINSTBLAILA;ACCESSOIRES LIES A L'INSTALLATION;2;ACCESSOIR - DIVERS ACCESSOIRES ;1;82500;82500;89,82;8399,22;74100,78
ACOMPTE;ACOMPTE;0;ACOMPTE - ACOMPTE CLIENTS ET FOURNISSEURS;100;10034,95;1003494,78;107,47;-75000;1078494,78
ACT_BURAC;ACTIONNEUR NEUF VANNE BURACCO;0;ALMACOMPPR - PDR Compteur ALMA;1;0;0;#DIV/0;43419,27;-43419,27
ADAPTHDMI;ADAPTEUR UGREEN DISPLAYPORT MALE HDMI FEMELLE;0;INFOMATIQ - MATERIEL INFORMATIQUE;1;325;325;76,92;75;250
ADV-310-10K;AIGUILLE INOX 10;0;ITWPISTOLP - PDR Pistolet ITW;27;310,19;8375;32,87;5622,46;2752,54
ADV-310-12K;AIGUILLES EN 1.2MM;0;ITWPISTOLP - PDR Pistolet ITW;9;390,56;3515;54,2;1609,77;1905,23
ADV-310-14K;AIGUILLE INOX 14;0;ITWPISTOLP - PDR Pistolet ITW;20;290,3;5806;36,2;3704,3;2101,7
ADV-401-K;ENSEMBLE VALVE D'AIR;0;ITWPISTOLP - PDR Pistolet ITW;8;480;3840;36,75;2428,81;1411,19
ADV-6-K;KIT BOUTON REGLAGE AIGUILLE;0;ITWPISTOLP - PDR Pistolet ITW;5;176;880;46,16;473,81;406,19
ADV-7-K;RACCORD PRODUIT;0;ITWPISTOLP - PDR Pistolet ITW;6;175;1050;47,69;549,24;500,76
ADV-G443-13;PISTOLET GRAVITE 1.3;0;ITWPISTOLE - Pistolet ITW;1;3700;3700;29,95;2591,77;1108,23
ADV-G470-22;PISTOLET GRAVITE 2.2;0;ITWPISTOLE - Pistolet ITW;1;6300;6300;58,86;2592;3708
ADV-P470-28;PISTOLET PRESSION CONVENTIONNEL INOX EN 2.8MM;0;ITWPISTOLE - Pistolet ITW;1;6300;6300;21,7;4932,78;1367,22
ADV-P497-14;PISTOLET ADVANCE 1.4;0;ITWPISTOLE - Pistolet ITW;4;4200;16800;36,95;10592,59;6207,41
ADV-P513-10;PISTOLET PRESSSION ADVANCE;0;ITWPISTOLE - Pistolet ITW;34;3986,76;135550;22,81;104631,54;30918,46
ADV-P513-12;PISTOLET ADVANCE PRESSION 12;0;ITWPISTOLE - Pistolet ITW;5;5700;28500;28,34;20422,76;8077,24
ADV-P513-14;PISTOLET ADVANCE PRESSION 14;0;ITWPISTOLE - Pistolet ITW;1;5300;5300;31,64;3623,11;1676,89
ADV-S443-16;PISTOLET ADVANCE A GODET 1.6;0;ITWPISTOLE - Pistolet ITW;6;4566,67;27400;40,02;16433,93;10966,07
AEAE1321;GUTTELING BLUE 4'' L3.79M;0;AEROGUTTEL - GUTTELING AEROFLEX;1;15500;15500;9,76;13987,02;1512,98
AEHA3105ABAFU1B0;ELECTROPOMPE MULTICELLULAIRE FLOWERSERVE DEBIT 3M3/H AV MOT.ELEC.5.50;0;SIHIPOMPE - SIHI POMPE CENTRIFUGE GPL;2;78500;157000;12,9;136741,64;20258,36
AF25551;FILTRE A AIR;0;FILTRE - FILTRE LOCAL;3;235,67;707;29,28;500;207
AG361-C3-12;PISTOLET DE PEINTURE AUTOMATIQUE;0;ITWPISTOLE - Pistolet ITW;95;6682,11;634800;34,23;417508,96;217291,04
AG362-C3-12L;PISTOLET AUTOMATIQUE AG362;0;ITWPISTOLE - Pistolet ITW;81;7922,84;641750;26,76;470012,34;171737,66
AG362-C3-14-L;PISTOLET AUTOMATIQUE;0;ITWPISTOLE - Pistolet ITW;10;7650;76500;24,7;57604,31;18895,69
AG362-C3-18-L;PISTOLET AUTOMATIQUE AG362 18;0;ITWPISTOLE - Pistolet ITW;4;7650;30600;17,62;25207,85;5392,15
AG362.TE40.18L_;PISTOLET AUTOMATIQUE AG362 18L;0;ITWPISTOLE - Pistolet ITW;12;8400;100800;23,37;77247,44;23552,56
AGMD-110;RESSORTS;0;ITWPISTOLP - PDR Pistolet ITW;5;211,9;1059,5;29,56;746,3;313,2
AGMD-111;RESSORT;0;ITWPISTOLP - PDR Pistolet ITW;5;211,9;1059,5;29,56;746,3;313,2
AGMD-243-1K;PISTON;0;ITWPISTOLP - PDR Pistolet ITW;8;2715;21720;29,6;15289,95;6430,05
AGMD-420G;AIGUILLE AGMD;0;ITWPISTOLP - PDR Pistolet ITW;16;1380;22080;29,53;15559,67;6520,33
AGMD-93-K5;KIT DE 5 JOINTS;0;ITWPISTOLP - PDR Pistolet ITW;16;1360;21760;45,47;11864,97;9895,03
AK117-ZM;Barrière automatique à lisse réglable de 4 à 6m;0;ELECTRICIT - FOURNITURE ELEC.;1;10900;10900;28,44;7800;3100
ANN0020059CH5.5KW;MACHINE A LAVER AVEC POULIE COURROIES MOTEUR 5.5KW;2;SERVNETHP - Nettoyeur haute pression local;1;10800;10800;16,65;9001,78;1798,22
ANN020059NU;POMPE ANNOVI XW26.20 NUE;0;SERVNETHP - Nettoyeur haute pression local;1;5800;5800;20,98;4583,33;1216,67
ANNO020059CHASS;MACHINE A LAVER AVEC POULIE COURROIES MOTEUR 4KW;2;SERVNETHP - Nettoyeur haute pression local;53;11128,7;589821,02;24,77;443741,34;146079,68
ANNO020059NURESGAL;MACHINE A LAVER ANNOVI A POULIE COURROIE SUR RES GAL AV FLE& PISTOLET;2;SERVNETHP - Nettoyeur haute pression local;131;13977,86;1831100;25,77;1359286,09;471813,91
ANNO20059/BYPASS;POMPE ANNOVI AVEC BY PASS;2;SERVNETHP - Nettoyeur haute pression local;1;6524;6524;29,11;4625;1899
ANTIGEL;ANTIGEL POUR GROUPE N°3;0;ISINCINDEQ - Equipement incendie;76;370,53;28160;93,79;1747,7;26412,3
AR00120;CLAPET ANT-RETOUR A ABATTANT D4'';0;SOFLUVANNE - VANNE SOFLU TECH;3;5301;15903;23,91;12100,17;3802,83
AR00241;VANNE A PASSAGE DIRECT D3'' A216WCB;0;SOFLUVANNE - VANNE SOFLU TECH;5;4789,5;23947,5;24,12;18172,13;5775,37
AR00242;VANNE A PASSAGE DIRECT D4'', A216WCB;0;SOFLUVANNE - VANNE SOFLU TECH;8;6696;53568;23,45;41003,93;12564,07
AR00453;VANNE A PASSAGE DIRECT D2'', A216WCB;0;SOFLUVANNE - VANNE SOFLU TECH;5;2929,5;14647,5;23,65;11182,99;3464,51
AR02975;VANNE PAPILLON 1154 DN100 PN16;0;SOFLUVANNE - VANNE SOFLU TECH;2;3301,5;6603;24,18;5006,43;1596,57
AR08670;VANNE DEADMAN APOLLO DIAM.1'';0;SOFLUVANNE - VANNE SOFLU TECH;1;8000;8000;62,68;2985,22;5014,78
AR1140370;BOUCHON D'HUILE;0;BIEMMESRVP - PIECES DE RECHANGES SERVICING;3;91;273;59,34;111;162
AR12194;Robinet à boisseau sphérique, split-body;0;SOFLUVANNE - VANNE SOFLU TECH;1;16900;16900;32,62;11386,89;5513,11
AR12646;ROBINET A BOISSEAU SPHERIQUE MONOBLOC;0;SOFLUVANNE - VANNE SOFLU TECH;7;27500;192500;60,3;76424,08;116075,92
AR13690;VANNE DEADMAN APOLLO 2'';0;SOFLUVANNE - VANNE SOFLU TECH;2;18200;36400;64,55;12904,79;23495,21
AR1420430;PISTON D20 ANNOVI REP 19;0;BIEMMESRVP - PIECES DE RECHANGES SERVICING;2;500;1000;30,77;692,34;307,66
AR15569;MANCHETTE A SCELLER ACIER GALVA 219x4.5 lg.250mm;0;SOFLUJOINM - JOINT MODULAIRE SOFLUTECH;1;27600;27600;69,58;8397,17;19202,83
AR15570;MANCHETTE A SCELLER ACIER GALVA 159X4 LG. 250MM;0;SOFLUJOINM - JOINT MODULAIRE SOFLUTECH;1;23200;23200;80,73;4469,92;18730,08
AR15571;JOINT MODULAIRE LINK SEAL LS-300-T GRIS SILICONE ACIER GALVA;0;SOFLUJOINM - JOINT MODULAIRE SOFLUTECH;24;0;0;#DIV/0;6258,37;-6258,37
AR16172;ROBINET A TOURNANT SPHERIQUE ALFA;0;SOFLUVANNE - VANNE SOFLU TECH;2;24325;48650;39,7;29334,46;19315,54
AR18457;Robinet à boisseau sphérique, split-body;0;SOFLUVANNE - VANNE SOFLU TECH;1;4900;4900;32,27;3318,58;1581,42
AR21579;ACCUMULATEUR EHV 42-330;0;SOFLUVANNE - VANNE SOFLU TECH;1;63850;63850;32,9;42840,29;21009,71
AR21580;ROBINET A BOISSEAU SPHERIQUE ACIER;0;SOFLUVANNE - VANNE SOFLU TECH;3;995;2985;32,89;2003,1;981,9
AR24696;Robinet à tournant sphérique ALFA VALVOLE DN80 Type 24k;0;SOFLUVANNE - VANNE SOFLU TECH;9;12615,56;113540;33,88;75075,47;38464,53
AR24697;Robinet à tournant sphérique ALFA VALVOLE DN 50 Type 24k;0;SOFLUVANNE - VANNE SOFLU TECH;5;6310;31550;36,49;20038,65;11511,35
AR29357;SOUPAPE DE SURETE EN ACIER A216WCCC;0;SOFLUVANNE - VANNE SOFLU TECH;2;10000;20000;32,56;13487,41;6512,59
ARBREINOX316L;ARBRE EN INOX 316L;0;POMPEPDR - PDR Pompes;1;5200;5200;24,04;3950;1250
ARINOX;ARBRE EN INOX;0;POMPEPDR - PDR Pompes;1;5850;5850;23,08;4500;1350
ARKIT1846;KIT ARRET HUILE ANNOVI XLF;0;BIEMMESRVP - PIECES DE RECHANGES SERVICING;1;264;264;16,25;221,1;42,9
ARKIT1853;ENSEMBLE KIT GARNITURE ANNOVI;0;BIEMMESRVP - PIECES DE RECHANGES SERVICING;2;852;1704;16,25;1427,1;276,9
ARKIT1940050;BIELLE ANNOVI XW 26/20;0;BIEMMESRVP - PIECES DE RECHANGES SERVICING;14;320;4480;30,83;3098,76;1381,24
ARKIT2780;KIT CLAPET ANNOVI;0;BIEMMESRVP - PIECES DE RECHANGES SERVICING;36;929,81;33473;44,73;18500,59;14972,41
ARKIT2781;KIT ARRET D'HUILE ANNOVI XW 26/20;0;BIEMMESRVP - PIECES DE RECHANGES SERVICING;71;356,62;25320;41,98;14691,67;10628,33
ARKIT2782;KIT GARNITURE ANNOVI;0;BIEMMESRVP - PIECES DE RECHANGES SERVICING;65;942,59;61268,35;47,47;32183,59;29084,76
ARKIT2907;BY PASS ZEROMATIC;0;BIEMMESRVP - PIECES DE RECHANGES SERVICING;2;1058;2116;12,61;1849,2;266,8
ARM12UP600MM;ARMOIRE 12U P: 600MM H: 635MM;0;INFOMATIQ - MATERIEL INFORMATIQUE;1;3206;3206;36,05;2050,2;1155,8
ARM_NFA20;ARMOIRE DE COMMANDE NFPA 20;0;ISINCINDEQ - Equipement incendie;1;62000;62000;31,54;42446,24;19553,76
ARTAFRIQLUBSOMABUS;ARTICLES PR AFRIQUIA LUBRIFIANT SOMABUS CDE N°CF0007465177;0;PROJET - PROJET ;11;0;0;#DIV/0;270,71;-270,71
ARTBLAILACDE115/22;ARTICLES PR  BLAILALA CDE 115/2022;0;PROJET - PROJET ;1;400;400;100;0;400
ARTCDEALMA20212164;ARTICLES PR CDE ALMA N°20212164/6139/DC;0;PROJET - PROJET ;1;5580;5580;98,84;65;5515
ARTCDECEC73940;ARTICLES  PR SUPPORTS FLEXIBLE CDE CEC 73940;0;PROJET - PROJET ;12;2000;24000;96,75;780;23220
ARTCDECF0010175412;ARTICLES PR CDE CF0010175412 FOURN ET MES SKID DE CHARGEMENT A JORF ;0;PROJET - PROJET ;3;137378,07;412134,2;97,36;10867;401267,2
ARTCDECF0010183738;ARTICLE PR CDE AFRIQUIA TUNEL OUASIS CDE N°CF0010183738;0;PROJET - PROJET ;3;0;0;#DIV/0;1455,47;-1455,47
ARTCECPCC;Articles pour poste de chargement CEC phase I;0;PROJET - PROJET ;5;250;1250;97,36;33;1217
ARTCF0020773392;ARTICLES PR COMP GPL 291CDE AFG CF0020773392;0;PROJET - PROJET ;11;0;0;#DIV/0;12800;-12800
ARTISUZUTANGAFRIQ;ARTICLE INSTALLATION AFRIQUIA LUB ISUZU TANGER;0;PROJET - PROJET ;1;3480;3480;93,18;237,28;3242,72
ARTJFC1RDP27257;ARTICLES PR JFC1 RDP 27257;0;PROJET - PROJET ;1;0;0;#DIV/0;6,96;-6,96
ARTLAVACAR26612;ARTICLES PR LAVACAR RDP 26612;0;PROJET - PROJET ;4;0;0;#DIV/0;790,04;-790,04
ARTMNJSKIDCOMPTAGE;ARTICLES PR SKID DE COMPTAGE M&J;0;PROJET - PROJET ;109;68,81;7500;79,94;1504,2;5995,8
ARTSEJINVHSE0119;ARTICLES PR CDE SEJ/INV/HSE 01 01/19 CONVERSION ILOT PHASE II;0;PROJET - PROJET ;2;100000;200000;100;0,78;199999,22
ARTSOMASENTBRAS;ARTICLES PR ENTRETIEN BRAS DE CHARGEMENT SOMAS;0;PRESTATION - MAIN D'OEUVRE;8;0;0;#DIV/0;216;-216
